name,A4_1,A4_2,A4_3,A6_1,A6_2,A6_3,B2_1,B2_2,B2_3,E10_1,E10_2,E10_3,E6_1,E6_2,E6_3,E9_1,E9_2,E9_3,F1_1,F1_2,F1_3,G12_1,G12_2,G12_3,ctrl_1,ctrl_2,ctrl_3,Majority_Protein_ID,ID,imputed,A4_vs_ctrl_p.val,A6_vs_ctrl_p.val,B2_vs_ctrl_p.val,E10_vs_ctrl_p.val,E6_vs_ctrl_p.val,E9_vs_ctrl_p.val,F1_vs_ctrl_p.val,G12_vs_ctrl_p.val,status in ctrl,A4_vs_ctrl_p.val,A6_vs_ctrl_p.val,B2_vs_ctrl_p.val,E10_vs_ctrl_p.val,E6_vs_ctrl_p.val,E9_vs_ctrl_p.val,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.val,SUM_BYPVAL,A4_vs_ctrl_p.adj,A6_vs_ctrl_p.adj,B2_vs_ctrl_p.adj,E10_vs_ctrl_p.adj,E6_vs_ctrl_p.adj,E9_vs_ctrl_p.adj,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.adj,A4_vs_ctrl_p.adj,A6_vs_ctrl_p.adj,B2_vs_ctrl_p.adj,E10_vs_ctrl_p.adj,E6_vs_ctrl_p.adj,E9_vs_ctrl_p.adj,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.adj,SUM_BYPADJ,,,,,,,,,,,,,,,,,,,,,,,,,,,num_NAs,A4_vs_ctrl_CI.L,A4_vs_ctrl_CI.R,A4_vs_ctrl_diff,A4_vs_ctrl_p.adj,A4_vs_ctrl_p.val,A6_vs_ctrl_CI.L,A6_vs_ctrl_CI.R,A6_vs_ctrl_diff,A6_vs_ctrl_p.adj,A6_vs_ctrl_p.val,B2_vs_ctrl_CI.L,B2_vs_ctrl_CI.R,B2_vs_ctrl_diff,B2_vs_ctrl_p.adj,B2_vs_ctrl_p.val,E10_vs_ctrl_CI.L,E10_vs_ctrl_CI.R,E10_vs_ctrl_diff,E10_vs_ctrl_p.adj,E10_vs_ctrl_p.val,E6_vs_ctrl_CI.L,E6_vs_ctrl_CI.R,E6_vs_ctrl_diff,E6_vs_ctrl_p.adj,E6_vs_ctrl_p.val,E9_vs_ctrl_CI.L,E9_vs_ctrl_CI.R,E9_vs_ctrl_diff,E9_vs_ctrl_p.adj,E9_vs_ctrl_p.val,F1_vs_ctrl_CI.L,F1_vs_ctrl_CI.R,F1_vs_ctrl_diff,F1_vs_ctrl_p.adj,F1_vs_ctrl_p.val,G12_vs_ctrl_CI.L,G12_vs_ctrl_CI.R,G12_vs_ctrl_diff,G12_vs_ctrl_p.adj,G12_vs_ctrl_p.val,A4_vs_ctrl_significant,A6_vs_ctrl_significant,B2_vs_ctrl_significant,E10_vs_ctrl_significant,E6_vs_ctrl_significant,E9_vs_ctrl_significant,F1_vs_ctrl_significant,G12_vs_ctrl_significant,significant,A4_vs_ctrl_significant,A6_vs_ctrl_significant,B2_vs_ctrl_significant,E10_vs_ctrl_significant,E6_vs_ctrl_significant,E9_vs_ctrl_significant,F1_vs_ctrl_significant,G12_vs_ctrl_significant,SUM_STATUS
XP_027247135.1_Impdh1,4.568821247,4.694026846,4.706029114,4.69115937,4.569933242,4.66967939,4.675545853,4.68509418,4.690064499,4.719986757,4.70719873,4.673704421,4.714454496,4.697985403,4.721149972,4.724654056,4.704500567,4.701587511,4.602343095,4.689707611,4.673866129,4.67426061,4.684816721,4.675528309,4.698671379,4.761602596,4.581874748,XP_027247135.1_Impdh1,XP_027247135.1_Impdh1,TRUE,0.518142814,0.329053789,0.939556199,0.603776524,0.421249935,0.435643154,0.50155392,0.946698587,not in ct,0,0,0,0,0,0,0,0,0,0.898993443,0.881741002,0.911270372,0.912842547,0.867546863,0.849320316,0.902776817,0.92457214,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-0.101627664,0.052779987,-0.024423838,0.898993443,0.518142814,-0.114329399,0.040078252,-0.037125573,0.881741002,0.329053789,-0.074351889,0.080055762,0.002851937,0.911270372,0.939556199,-0.05762343,0.09678422,0.019580395,0.912842547,0.603776524,-0.046723443,0.107684208,0.030480382,0.867546863,0.421249935,-0.047672688,0.106734962,0.029531137,0.849320316,0.435643154,-0.102614454,0.051793196,-0.025410629,0.902776817,0.50155392,-0.079718186,0.074689464,-0.002514361,0.92457214,0.946698587,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247157.1_Calu,4.838561422,4.885870117,4.870629198,4.813173546,4.834992086,4.871350506,4.860169379,4.894479435,4.864927955,4.835571296,4.890457079,4.785782079,4.888304029,4.911034999,4.908345743,4.840440691,4.870302134,4.862742813,4.833803896,4.925006058,4.889252135,4.875829111,4.917718537,4.888668398,4.661597925,4.703030417,4.545030357,XP_027247157.1_Calu,XP_027247157.1_Calu,TRUE,2.1108E-07,1.25273E-06,1.2075E-07,1.50977E-06,1.7551E-08,3.47815E-07,6.38665E-08,3.02671E-08,not in ct,1,1,1,1,1,1,1,1,8,0.334555846,0.342678315,0.322603578,0.432967752,0.218600641,0.342470004,0.296526919,0.225256508,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.164952705,0.291981987,0.228467346,0.334555846,2.1108E-07,0.139771172,0.266800454,0.203285813,0.342678315,1.25273E-06,0.173124716,0.300153997,0.236639357,0.322603578,1.2075E-07,0.137202611,0.264231892,0.200717252,0.432967752,1.50977E-06,0.20249405,0.329523331,0.26600869,0.218600641,1.7551E-08,0.157761005,0.284790287,0.221275646,0.342470004,3.47815E-07,0.182619823,0.309649104,0.246134463,0.296526919,6.38665E-08,0.194004475,0.321033756,0.257519115,0.225256508,3.02671E-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247164.1_Tnpo3,4.655634884,4.562969613,4.695295533,4.609310349,4.626432395,4.722534713,4.715341753,4.680863485,4.596904391,4.691068809,4.707974551,4.631693836,4.663631025,4.680709543,4.709126482,4.676877281,4.655663676,4.7177616,4.623017716,4.687698918,4.65683121,4.667423171,4.669477981,4.69792129,4.634734773,4.707709932,4.570481842,XP_027247164.1_Tnpo3,XP_027247164.1_Tnpo3,TRUE,0.993088737,0.687126829,0.478190958,0.300678829,0.219370532,0.22956304,0.627912241,0.284653081,not in ct,0,0,0,0,0,0,0,0,0,0.911517849,0.897394079,0.898711389,0.900835033,0.854158223,0.834850584,0.906676952,0.904814207,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.076578033,0.077227022,0.000324495,0.911517849,0.993088737,-0.061785557,0.092019498,0.01511697,0.897394079,0.687126829,-0.050174833,0.103630222,0.026727694,0.898711389,0.478190958,-0.037632311,0.116172744,0.039270217,0.900835033,0.300678829,-0.030055693,0.123749362,0.046846835,0.854158223,0.219370532,-0.031110524,0.122694531,0.045792004,0.834850584,0.22956304,-0.058695428,0.095109627,0.018207099,0.906676952,0.627912241,-0.036270562,0.117534493,0.040631965,0.904814207,0.284653081,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247211.1_Chchd3,4.733720927,4.703477668,4.7237874,4.728437827,4.698071546,4.690311735,4.733531463,4.719830009,4.737034484,4.690707564,4.672801697,4.611125795,4.709089343,4.709041406,4.706167708,4.724791104,4.712916006,4.712470696,4.707528368,4.709631705,4.718342581,4.722397709,4.694469691,4.688383101,4.696049168,4.728950648,4.595801889,XP_027247211.1_Chchd3,XP_027247211.1_Chchd3,TRUE,0.055001006,0.178769992,0.022681833,0.5110452,0.148626638,0.074765211,0.111360221,0.234764608,not in ct,0,0,1,0,0,0,0,0,1,0.859421799,0.868996359,0.844497612,0.909915279,0.846236378,0.809725576,0.877723233,0.901792603,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.001093843,0.094550036,0.046728096,0.859421799,0.055001006,-0.015815472,0.079828407,0.032006467,0.868996359,0.178769992,0.008709477,0.104353356,0.056531417,0.844497612,0.022681833,-0.063210823,0.032433056,-0.015388883,0.909915279,0.5110452,-0.013323023,0.082320857,0.034498917,0.846236378,0.148626638,-0.004696573,0.090947307,0.043125367,0.809725576,0.074765211,-0.00958829,0.086055589,0.03823365,0.877723233,0.111360221,-0.019672341,0.075971538,0.028149598,0.901792603,0.234764608,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247212.1_Exoc4,4.618041096,4.638996457,4.610662548,4.633044053,4.627939898,4.639627211,4.591070203,4.59429335,4.624294421,4.583734571,4.633907053,4.628382461,4.638556761,4.626971728,4.662053678,4.64549264,4.623105751,4.638367361,4.615728601,4.64909971,4.625836003,4.608053003,4.631967108,4.653212613,4.660095553,4.712506153,4.565753997,XP_027247212.1_Exoc4,XP_027247212.1_Exoc4,TRUE,0.329504474,0.599498041,0.083140514,0.206086905,0.880497099,0.661999654,0.507828046,0.530725096,not in ct,0,0,0,0,0,0,0,0,0,0.891040086,0.894403498,0.868749468,0.894398332,0.883969502,0.859315585,0.902989354,0.914674148,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.072575434,0.025471699,-0.023551867,0.891040086,0.329504474,-0.06160508,0.036442053,-0.012581514,0.894403498,0.599498041,-0.091922809,0.006124324,-0.042899243,0.868749468,0.083140514,-0.079800772,0.018246361,-0.030777206,0.894398332,0.206086905,-0.052614746,0.045432388,-0.003591179,0.883969502,0.880497099,-0.059486884,0.03856025,-0.010463317,0.859315585,0.661999654,-0.064920696,0.033126437,-0.015897129,0.902989354,0.507828046,-0.064064559,0.033982574,-0.015040993,0.914674148,0.530725096,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247222.1_LOC100757262,4.785806017,4.775107136,4.773416743,4.72227787,4.734558796,4.733183201,4.73900363,4.73811055,4.708335433,4.745078591,4.764013148,4.621541318,4.770100828,4.782444307,4.780411753,4.795984076,4.793351772,4.776496325,4.797785678,4.80728621,4.811438318,4.771136972,4.771018359,4.771492569,4.642503356,4.752157935,4.560891097,XP_027247222.1_LOC100757262,XP_027247222.1_LOC100757262,TRUE,0.000747885,0.023895993,0.026447696,0.083492597,0.000773974,0.000339995,9.57702E-05,0.001252153,not in ct,1,1,1,0,1,1,1,1,7,0.755958672,0.822837475,0.847526545,0.87850098,0.71175036,0.652545032,0.694246295,0.794012448,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.059485681,0.193032657,0.126259169,0.755958672,0.000747885,0.011382339,0.144929314,0.078155826,0.822837475,0.023895993,0.009858921,0.143405896,0.076632408,0.847526545,0.026447696,-0.008413265,0.125133711,0.058360223,0.87850098,0.083492597,0.059028013,0.192574988,0.1258015,0.71175036,0.000773974,0.06998644,0.203533416,0.136759928,0.652545032,0.000339995,0.086879118,0.220426094,0.153652606,0.694246295,9.57702E-05,0.052591683,0.186138658,0.119365171,0.794012448,0.001252153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247227.1_Cald1,4.869161583,4.853488442,4.83789495,4.851084305,4.844060699,4.817719699,4.842172925,4.845723235,4.836976221,4.823099371,4.812940445,4.848548166,4.859398441,4.853519596,4.839754521,4.840367046,4.863618381,4.83134882,4.844740211,4.837241426,4.836373451,4.826295985,4.829209609,4.829035081,4.617465578,4.726098061,4.681309913,XP_027247227.1_Cald1,XP_027247227.1_Cald1,TRUE,1.55935E-09,7.99779E-09,5.25001E-09,2.21032E-08,2.02902E-09,3.65683E-09,6.59237E-09,2.21415E-08,not in ct,1,1,1,1,1,1,1,1,8,0.116861297,0.104604045,0.171240199,0.18309363,0.140027795,0.168027588,0.192240414,0.210415158,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.141464991,0.215649291,0.178557141,0.116861297,1.55935E-09,0.125571567,0.199755867,0.162663717,0.104604045,7.99779E-09,0.129574126,0.203758426,0.166666276,0.171240199,5.25001E-09,0.116145993,0.190330293,0.153238143,0.18309363,2.21032E-08,0.138840852,0.213025151,0.175933002,0.140027795,2.02902E-09,0.133061415,0.207245715,0.170153565,0.168027588,3.65683E-09,0.127401695,0.201585995,0.164493845,0.192240414,6.59237E-09,0.116130224,0.190314524,0.153222374,0.210415158,2.21415E-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247260.1_Mtpn,4.710368361,4.694925911,4.685293201,4.597150741,4.694583959,4.671080118,4.66577376,4.671627168,4.675140401,4.658760882,4.645261618,4.594027598,4.687957617,4.684760011,4.702885499,4.670296792,4.686376467,4.684538701,4.656446951,4.683965087,4.567578921,4.660946969,4.667363034,4.677194301,4.641515135,4.7180204,4.618059262,XP_027247260.1_Mtpn,XP_027247260.1_Mtpn,TRUE,0.172154826,0.855155901,0.666587977,0.331137861,0.233798795,0.435182556,0.393888025,0.730579716,not in ct,0,0,0,0,0,0,0,0,0,0.879829854,0.902374643,0.90464356,0.902475335,0.855452984,0.849295838,0.89869821,0.919970822,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-0.017717905,0.093046356,0.037664225,0.879829854,0.172154826,-0.06030879,0.050455471,-0.00492666,0.902374643,0.855155901,-0.043733287,0.067030975,0.011648844,0.90464356,0.666587977,-0.08189703,0.028867231,-0.026514899,0.902475335,0.331137861,-0.022712687,0.088051574,0.032669444,0.855452984,0.233798795,-0.03417641,0.076587852,0.021205721,0.849295838,0.435182556,-0.07858341,0.032180852,-0.023201279,0.89869821,0.393888025,-0.046078961,0.0646853,0.009303169,0.919970822,0.730579716,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247278.1_Zc3hav1,4.76360948,4.760164292,4.744775983,4.755775058,4.746518634,4.741619978,4.759332247,4.746604608,4.77234218,4.741593379,4.761781851,4.749150836,4.757899827,4.750913681,4.746856659,4.757142487,4.77050222,4.761026113,4.759060742,4.747674018,4.747785746,4.738774841,4.747828823,4.751535741,4.663250715,4.776741785,4.552904149,XP_027247278.1_Zc3hav1,XP_027247278.1_Zc3hav1,TRUE,0.005078237,0.009634309,0.003927477,0.007716238,0.007111823,0.002978545,0.007327364,0.011166582,not in ct,1,1,1,1,1,1,1,1,8,0.808960037,0.798364164,0.805807479,0.828692481,0.777346122,0.726047244,0.82550086,0.847752701,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.030734284,0.153034453,0.091884369,0.808960037,0.005078237,0.022522256,0.144822425,0.08367234,0.798364164,0.009634309,0.033977377,0.156277547,0.095127462,0.805807479,0.003927477,0.025393054,0.147693224,0.086543139,0.828692481,0.007716238,0.026441088,0.148741257,0.087591173,0.777346122,0.007111823,0.037441305,0.159741475,0.09859139,0.726047244,0.002978545,0.026057867,0.148358037,0.087207952,0.82550086,0.007327364,0.0205975,0.14289767,0.081747585,0.847752701,0.011166582,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247312.1_Parp12,4.632480163,4.613813026,4.608347408,4.619434517,4.621487768,4.556902361,4.622594766,4.616424788,4.612638241,4.605472708,4.61654739,4.637444054,4.609934356,4.62893065,4.637738634,4.683212206,4.651655915,4.665902397,4.574395149,4.623133934,4.614860938,4.582562975,4.586235832,4.610494256,4.640799201,4.747929765,4.587084532,XP_027247312.1_Parp12,XP_027247312.1_Parp12,TRUE,0.131930612,0.0315316,0.123165419,0.147195418,0.213411254,0.75013802,0.046542861,0.018862887,not in ct,0,1,0,0,0,0,1,1,3,0.875192526,0.82977759,0.87559826,0.888588694,0.853598563,0.862476286,0.86249164,0.85837664,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.09395253,0.013170596,-0.040390967,0.875192526,0.131930612,-0.11289118,-0.005768054,-0.059329617,0.82977759,0.0315316,-0.094946797,0.012176329,-0.041385234,0.87559826,0.123165419,-0.092344678,0.014778447,-0.038783116,0.888588694,0.147195418,-0.086631515,0.02049161,-0.033069953,0.853598563,0.213411254,-0.045242556,0.06188057,0.008319007,0.862476286,0.75013802,-0.108036055,-0.000912929,-0.054474492,0.86249164,0.046542861,-0.119068375,-0.011945249,-0.065506812,0.85837664,0.018862887,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247335.1_Agk,4.561827048,4.612224463,4.602123712,4.606670217,4.622215415,4.587235298,4.608613408,4.607089679,4.625471922,4.60687767,4.574811881,4.574828634,4.602354143,4.622032795,4.612212379,4.603687176,4.606627222,4.609917272,4.624335364,4.651039423,4.621869709,4.609181934,4.601129274,4.561767123,4.671449319,4.730545174,4.576665321,XP_027247335.1_Agk,XP_027247335.1_Agk,TRUE,0.010556586,0.035145518,0.07066167,0.005668207,0.062437964,0.03954539,0.272438373,0.009285876,not in ct,1,1,0,1,0,1,0,1,5,0.825959903,0.832432984,0.8658619,0.821029132,0.828204023,0.794914622,0.892588879,0.84383731,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.117534001,-0.017455726,-0.067494864,0.825959903,0.010556586,-0.104218766,-0.00414049,-0.054179628,0.832432984,0.035145518,-0.095867406,0.00421087,-0.045828268,0.8658619,0.07066167,-0.124086348,-0.024008072,-0.07404721,0.821029132,0.005668207,-0.097392637,0.002685639,-0.047353499,0.828204023,0.062437964,-0.102848519,-0.002770243,-0.052809381,0.794914622,0.03954539,-0.077177577,0.022900699,-0.027138439,0.892588879,0.272438373,-0.118899632,-0.018821356,-0.068860494,0.84383731,0.009285876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247345.1_Crot,4.817371917,4.802404856,4.821277596,4.787476586,4.798394084,4.825212748,4.815826315,4.82360947,4.803553961,4.802589783,4.793513762,4.744163566,4.79676287,4.819172013,4.823972995,4.827968892,4.830058154,4.827980617,4.654178739,4.773532141,4.772382001,4.782491687,4.766600786,4.782506387,4.626974534,4.667858376,4.595532329,XP_027247345.1_Crot,XP_027247345.1_Crot,TRUE,8.91342E-08,2.17738E-07,8.42103E-08,1.97999E-06,9.21903E-08,2.44497E-08,0.000219485,2.61796E-06,not in ct,1,1,1,1,1,1,1,1,8,0.283433387,0.235339937,0.302859236,0.45174395,0.287244714,0.237722186,0.725757323,0.510860266,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.135213983,0.231912104,0.183563043,0.283433387,8.91342E-08,0.125223666,0.221921786,0.173572726,0.235339937,2.17738E-07,0.135859108,0.232557229,0.184208169,0.302859236,8.42103E-08,0.10161823,0.198316351,0.149967291,0.45174395,1.97999E-06,0.134831819,0.23152994,0.183180879,0.287244714,9.21903E-08,0.150198414,0.246896535,0.198547475,0.237722186,2.44497E-08,0.054893487,0.151591608,0.103242547,0.725757323,0.000219485,0.098728813,0.195426934,0.147077874,0.510860266,2.61796E-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247368.1_Sri,4.814735294,4.810198369,4.805873119,4.790290726,4.791438008,4.783419893,4.809313151,4.812958281,4.811817856,4.798176217,4.765838548,4.750748613,4.837897595,4.842366499,4.826387687,4.834753014,4.839850447,4.822596451,4.806403107,4.815222984,4.814959292,4.792447535,4.79017833,4.807501414,4.656737933,4.732089778,4.651459071,XP_027247368.1_Sri,XP_027247368.1_Sri,TRUE,2.53148E-08,4.8577E-07,2.19954E-08,5.62625E-06,1.16114E-09,1.67397E-09,1.97747E-08,1.5286E-07,not in ct,1,1,1,1,1,1,1,1,8,0.231027634,0.279283026,0.230615966,0.521421834,0.119645177,0.142069723,0.240995804,0.315272314,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.09840853,0.161938138,0.130173334,0.231027634,2.53148E-08,0.076522478,0.140052086,0.108287282,0.279283026,4.8577E-07,0.099502698,0.163032306,0.131267502,0.230615966,2.19954E-08,0.059727395,0.123257003,0.091492199,0.521421834,5.62625E-06,0.123690196,0.187219804,0.155455,0.119645177,1.16114E-09,0.120539573,0.184069181,0.152304377,0.142069723,1.67397E-09,0.10033473,0.163864338,0.132099534,0.240995804,1.97747E-08,0.084848695,0.148378303,0.116613499,0.315272314,1.5286E-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247396.1_Akap9,4.76641243,4.762706242,4.761996208,4.76175906,4.685432782,4.766037059,4.752723161,4.702031182,4.784086342,4.749154344,4.73578711,4.770695135,4.735518058,4.739251454,4.772404119,4.753821566,4.758124507,4.779101923,4.77286552,4.768020645,4.783515354,4.727126604,4.715882323,4.778271814,4.594601196,4.749492489,4.568644684,XP_027247396.1_Akap9,XP_027247396.1_Akap9,TRUE,0.000675915,0.0047212,0.002511188,0.001651604,0.002040688,0.000677059,0.000290906,0.003875817,not in ct,1,1,1,1,1,1,1,1,8,0.752759375,0.777004829,0.79450044,0.786721267,0.74249615,0.677731524,0.735669209,0.823869332,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.060128296,0.192122712,0.126125504,0.752759375,0.000675915,0.034166303,0.166160719,0.100163511,0.777004829,0.0047212,0.042703565,0.174697981,0.108700773,0.79450044,0.002511188,0.048302199,0.180296615,0.114299407,0.786721267,0.001651604,0.045481213,0.177475629,0.111478421,0.74249615,0.002040688,0.060106001,0.192100417,0.126103209,0.677731524,0.000677059,0.071223842,0.203218258,0.13722105,0.735669209,0.000290906,0.03685025,0.168844666,0.102847458,0.823869332,0.003875817,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247401.1_Copg2,4.817770164,4.815464551,4.814385403,4.802391943,4.796851835,4.811792748,4.833383744,4.81205029,4.820827398,4.822148916,4.802809972,4.793141669,4.817032105,4.816193587,4.829142873,4.832698437,4.82350489,4.832285931,4.802531223,4.810658634,4.804413444,4.811636628,4.784815033,4.802773478,4.696042381,4.734145215,4.593826477,XP_027247401.1_Copg2,XP_027247401.1_Copg2,TRUE,7.53505E-07,2.82522E-06,3.91066E-07,2.18132E-06,4.4802E-07,1.81774E-07,2.22129E-06,4.36941E-06,not in ct,1,1,1,1,1,1,1,1,8,0.417901603,0.398136573,0.389642029,0.458394399,0.35967753,0.31784143,0.502988981,0.54326263,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.098565742,0.183838288,0.141202015,0.417901603,7.53505E-07,0.086371212,0.171643758,0.129007485,0.398136573,2.82522E-06,0.104779513,0.19005206,0.147415787,0.389642029,3.91066E-07,0.088725888,0.173998435,0.131362162,0.458394399,2.18132E-06,0.103481891,0.188754437,0.146118164,0.35967753,4.4802E-07,0.112188789,0.197461335,0.154825062,0.31784143,1.81774E-07,0.088560137,0.173832683,0.13119641,0.502988981,2.22129E-06,0.082434082,0.167706629,0.125070355,0.54326263,4.36941E-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247496.1_Mbnl1,4.71636579,4.740450791,4.700542658,4.723031423,4.719940781,4.704990082,4.715102182,4.703623449,4.715916476,4.695086758,4.697316411,4.761176664,4.710204525,4.706816883,4.701620762,4.713218232,4.61268327,4.723821566,4.726164444,4.724180321,4.727404706,4.728278407,4.765955451,4.733591854,4.625947275,4.739963968,4.6907196,XP_027247496.1_Mbnl1,XP_027247496.1_Mbnl1,TRUE,0.197573706,0.241071939,0.314559289,0.214270254,0.42200609,0.928187938,0.124465607,0.034333895,not in ct,0,0,0,0,0,0,0,1,1,0.882213076,0.875264105,0.891525559,0.895064741,0.867584392,0.86817228,0.879599475,0.869691876,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.018866738,0.086019002,0.033576132,0.882213076,0.197573706,-0.021999055,0.082886684,0.030443814,0.875264105,0.241071939,-0.026439115,0.078446624,0.026003755,0.891525559,0.314559289,-0.020126539,0.0847592,0.03231633,0.895064741,0.214270254,-0.031772427,0.073113312,0.020670442,0.867584392,0.42200609,-0.054745461,0.050140278,-0.002302592,0.86817228,0.928187938,-0.012069994,0.092815746,0.040372876,0.879599475,0.124465607,0.004622086,0.109507826,0.057064956,0.869691876,0.034333895,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027247508.1_Dhx36,4.691714095,4.730273602,4.742127071,4.679409241,4.661250317,4.760016322,4.764843955,4.729148198,4.739360682,4.731871827,4.721509704,4.675851838,4.75305915,4.751528493,4.758278923,4.792934581,4.732091376,4.801267132,4.692774744,4.746624231,4.734328201,4.668048511,4.713085148,4.718904871,4.673233204,4.715170043,4.604737341,XP_027247508.1_Dhx36,XP_027247508.1_Dhx36,TRUE,0.045909536,0.196582206,0.007075568,0.106141393,0.003018106,0.000459472,0.035928407,0.199145652,not in ct,1,0,1,0,1,1,1,0,5,0.856028085,0.870995275,0.819727681,0.882826287,0.753955657,0.663781685,0.857748498,0.89920352,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.001133351,0.112849435,0.056991393,0.856028085,0.045909536,-0.020012944,0.091703139,0.035845097,0.870995275,0.196582206,0.024212707,0.13592879,0.080070749,0.819727681,0.007075568,-0.010493782,0.101222302,0.04536426,0.882826287,0.106141393,0.034050617,0.1457667,0.089908659,0.753955657,0.003018106,0.055192792,0.166908875,0.111050834,0.663781685,0.000459472,0.004337487,0.11605357,0.060195529,0.857748498,0.035928407,-0.020225395,0.091490689,0.035632647,0.89920352,0.199145652,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
