name,A4_1,A4_2,A4_3,A6_1,A6_2,A6_3,B2_1,B2_2,B2_3,E10_1,E10_2,E10_3,E6_1,E6_2,E6_3,E9_1,E9_2,E9_3,F1_1,F1_2,F1_3,G12_1,G12_2,G12_3,ctrl_1,ctrl_2,ctrl_3,Majority_Protein_ID,ID,imputed,A4_vs_ctrl_p.val,A6_vs_ctrl_p.val,B2_vs_ctrl_p.val,E10_vs_ctrl_p.val,E6_vs_ctrl_p.val,E9_vs_ctrl_p.val,F1_vs_ctrl_p.val,G12_vs_ctrl_p.val,status in ctrl,A4_vs_ctrl_p.val,A6_vs_ctrl_p.val,B2_vs_ctrl_p.val,E10_vs_ctrl_p.val,E6_vs_ctrl_p.val,E9_vs_ctrl_p.val,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.val,SUM_BYPVAL,A4_vs_ctrl_p.adj,A6_vs_ctrl_p.adj,B2_vs_ctrl_p.adj,E10_vs_ctrl_p.adj,E6_vs_ctrl_p.adj,E9_vs_ctrl_p.adj,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.adj,A4_vs_ctrl_p.adj,A6_vs_ctrl_p.adj,B2_vs_ctrl_p.adj,E10_vs_ctrl_p.adj,E6_vs_ctrl_p.adj,E9_vs_ctrl_p.adj,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.adj,SUM_BYPADJ,,,,,,,,,,,,,,,,,,,,,,,,,,,num_NAs,A4_vs_ctrl_CI.L,A4_vs_ctrl_CI.R,A4_vs_ctrl_diff,A4_vs_ctrl_p.adj,A4_vs_ctrl_p.val,A6_vs_ctrl_CI.L,A6_vs_ctrl_CI.R,A6_vs_ctrl_diff,A6_vs_ctrl_p.adj,A6_vs_ctrl_p.val,B2_vs_ctrl_CI.L,B2_vs_ctrl_CI.R,B2_vs_ctrl_diff,B2_vs_ctrl_p.adj,B2_vs_ctrl_p.val,E10_vs_ctrl_CI.L,E10_vs_ctrl_CI.R,E10_vs_ctrl_diff,E10_vs_ctrl_p.adj,E10_vs_ctrl_p.val,E6_vs_ctrl_CI.L,E6_vs_ctrl_CI.R,E6_vs_ctrl_diff,E6_vs_ctrl_p.adj,E6_vs_ctrl_p.val,E9_vs_ctrl_CI.L,E9_vs_ctrl_CI.R,E9_vs_ctrl_diff,E9_vs_ctrl_p.adj,E9_vs_ctrl_p.val,F1_vs_ctrl_CI.L,F1_vs_ctrl_CI.R,F1_vs_ctrl_diff,F1_vs_ctrl_p.adj,F1_vs_ctrl_p.val,G12_vs_ctrl_CI.L,G12_vs_ctrl_CI.R,G12_vs_ctrl_diff,G12_vs_ctrl_p.adj,G12_vs_ctrl_p.val,A4_vs_ctrl_significant,A6_vs_ctrl_significant,B2_vs_ctrl_significant,E10_vs_ctrl_significant,E6_vs_ctrl_significant,E9_vs_ctrl_significant,F1_vs_ctrl_significant,G12_vs_ctrl_significant,significant,A4_vs_ctrl_significant,A6_vs_ctrl_significant,B2_vs_ctrl_significant,E10_vs_ctrl_significant,E6_vs_ctrl_significant,E9_vs_ctrl_significant,F1_vs_ctrl_significant,G12_vs_ctrl_significant,SUM_STATUS
XP_027283963.1_P3h4,4.842461451,4.875356801,4.850850048,4.836900037,4.85682843,4.855011172,4.861803418,4.891188511,4.855627591,4.831129663,4.866258336,4.83723665,4.855268408,4.887519722,4.880053912,4.814666044,4.842953556,4.838169497,4.813686983,4.875171554,4.863016285,4.840811662,4.881242951,4.859291129,4.663137121,4.700466017,4.544032734,XP_027283963.1_P3h4,XP_027283963.1_P3h4,TRUE,2.23138E-08,3.72091E-08,8.21765E-09,5.37354E-08,5.80635E-09,1.5116E-07,3.4313E-08,1.61912E-08,not in ct,1,1,1,1,1,1,1,1,8,0.225563129,0.159747661,0.188759149,0.221771644,0.179228815,0.310507931,0.264533671,0.195622641,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.166978533,0.273709753,0.220344143,0.225563129,2.23138E-08,0.160335645,0.267066866,0.213701256,0.159747661,3.72091E-08,0.180295606,0.287026826,0.233661216,0.188759149,8.21765E-09,0.155630649,0.262361869,0.208996259,0.221771644,5.37354E-08,0.185036446,0.291767667,0.238402056,0.179228815,5.80635E-09,0.142685465,0.249416685,0.196051075,0.310507931,1.5116E-07,0.161380707,0.268111927,0.214746317,0.264533671,3.4313E-08,0.171204346,0.277935567,0.224569957,0.195622641,1.61912E-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284023.1_C1r,4.642674173,4.695559036,4.717705573,4.599030694,4.655594241,4.710881812,4.661546834,4.658803215,4.66971644,4.699614052,4.715971619,4.582202034,4.683624227,4.715599896,4.71722367,4.591720231,4.651791523,4.64728938,4.687837111,4.78216368,4.766397738,4.653664396,4.71869366,4.694608019,4.662179606,4.716232356,4.542895036,XP_027284023.1_C1r,XP_027284023.1_C1r,TRUE,0.255882776,0.705314605,0.557289796,0.514307664,0.105120115,0.793916278,0.012337702,0.220158679,not in ct,0,0,0,0,0,0,1,0,1,0.886673408,0.897975277,0.901406955,0.910025975,0.839125559,0.863949789,0.836733607,0.900783278,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.03496738,0.124721902,0.044877261,0.886673408,0.255882776,-0.065111392,0.09457789,0.014733249,0.897975277,0.705314605,-0.056924811,0.102764471,0.02291983,0.901406955,0.557289796,-0.054351073,0.10533821,0.025493569,0.910025975,0.514307664,-0.01479771,0.144891572,0.065046931,0.839125559,0.105120115,-0.090013263,0.069676019,-0.010168622,0.863949789,0.793916278,0.025185869,0.184875151,0.10503051,0.836733607,0.012337702,-0.031291616,0.128397666,0.048553025,0.900783278,0.220158679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284030.1_Lpcat3,4.802055044,4.793737945,4.797243169,4.797580517,4.807913166,4.807232349,4.811310065,4.824406725,4.812144781,4.793351377,4.80301598,4.750956156,4.777162756,4.797029962,4.793876873,4.786294655,4.788145136,4.790952837,4.767204957,4.793826923,4.80391259,4.766155782,4.782747676,4.790377151,4.62225098,4.688037779,4.697951901,XP_027284030.1_Lpcat3,XP_027284030.1_Lpcat3,TRUE,5.77433E-08,2.52465E-08,6.09809E-09,4.30572E-07,1.70364E-07,1.9174E-07,1.95581E-07,6.21039E-07,not in ct,1,1,1,1,1,1,1,1,8,0.265617233,0.145341409,0.177118937,0.344551602,0.314581904,0.319937321,0.351066545,0.413559878,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.095369722,0.16116061,0.128265166,0.265617233,5.77433E-08,0.101933014,0.167723902,0.134828458,0.145341409,2.52465E-08,0.11364486,0.179435748,0.146540304,0.177118937,6.09809E-09,0.080132174,0.145923062,0.113027618,0.344551602,4.30572E-07,0.087047533,0.152838421,0.119942977,0.314581904,1.70364E-07,0.086155212,0.1519461,0.119050656,0.319937321,1.9174E-07,0.086005826,0.151796714,0.11890127,0.351066545,1.95581E-07,0.077451206,0.143242094,0.11034665,0.413559878,6.21039E-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284049.1_P3h3,4.849700791,4.866625935,4.850442593,4.830699134,4.851679944,4.864839401,4.864408656,4.879623184,4.848192163,4.83936179,4.866537831,4.83547342,4.842844681,4.865816416,4.870565388,4.833161623,4.843202611,4.858948504,4.815181968,4.875973589,4.865816059,4.837066978,4.870245621,4.852082846,4.666120407,4.720891846,4.556631834,XP_027284049.1_P3h3,XP_027284049.1_P3h3,TRUE,5.31448E-08,8.93754E-08,2.73636E-08,1.04581E-07,3.83339E-08,1.23183E-07,6.88849E-08,6.45898E-08,not in ct,1,1,1,1,1,1,1,1,8,0.262243115,0.195807228,0.240691188,0.250631571,0.249307774,0.302208913,0.300359418,0.261775894,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.154707316,0.260709505,0.207708411,0.262243115,5.31448E-08,0.148190369,0.254192558,0.201191464,0.195807228,8.93754E-08,0.163192211,0.2691944,0.216193305,0.240691188,2.73636E-08,0.14624189,0.252244079,0.199242985,0.250631571,1.04581E-07,0.158859705,0.264861894,0.211860799,0.249307774,3.83339E-08,0.144221789,0.250223978,0.197222884,0.302208913,1.23183E-07,0.151441415,0.257443604,0.20444251,0.300359418,6.88849E-08,0.152249358,0.258251547,0.205250452,0.261775894,6.45898E-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284384.1_Pcyox1,4.590732943,4.662152324,4.699803156,4.608310285,4.549096806,4.714607451,4.703672741,4.71959923,4.680044951,4.6907486,4.712341073,4.548605261,4.697382299,4.711755776,4.720264911,4.706385523,4.692690595,4.710364276,4.69161951,4.721459145,4.715519759,4.69506191,4.710482751,4.698594608,4.625195621,4.755998887,4.558612687,XP_027284384.1_Pcyox1,XP_027284384.1_Pcyox1,TRUE,0.921529345,0.605260162,0.219360765,0.927562956,0.156861384,0.203184378,0.158547231,0.217132405,not in ct,0,0,0,0,0,0,0,0,0,0.909944172,0.894611044,0.885428889,0.920820493,0.847336467,0.832135375,0.883644775,0.90056558,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-0.085175377,0.093762863,0.004293743,0.909944172,0.921529345,-0.112066671,0.066871569,-0.022597551,0.894611044,0.605260162,-0.034965877,0.143972362,0.054503242,0.885428889,0.219360765,-0.08550654,0.0934317,0.00396258,0.920820493,0.927562956,-0.026270523,0.152667717,0.063198597,0.847336467,0.156861384,-0.03292472,0.14601352,0.0565444,0.832135375,0.203184378,-0.026538713,0.152399527,0.062930407,0.883644775,0.158547231,-0.034691762,0.144246478,0.054777358,0.90056558,0.217132405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284410.1_Anxa4,4.784575721,4.751031896,4.755875706,4.77391402,4.750931092,4.75626254,4.744288649,4.746611514,4.737109207,4.755717968,4.754843393,4.752141035,4.752144014,4.751991307,4.747535014,4.750505419,4.746575121,4.731291463,4.745969078,4.756712734,4.723551136,4.749410845,4.744732719,4.744460081,4.67180052,4.731634502,4.565355802,XP_027284410.1_Anxa4,XP_027284410.1_Anxa4,TRUE,0.000150977,0.000215543,0.00133116,0.000405666,0.000592519,0.001314816,0.001414163,0.000927164,not in ct,1,1,1,1,1,1,1,1,8,0.699815378,0.656381468,0.777255437,0.739151027,0.702644559,0.700318736,0.784636991,0.7851898,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.058893306,0.156235027,0.107564167,0.699815378,0.000150977,0.055434749,0.15277647,0.10410561,0.656381468,0.000215543,0.037735322,0.135077042,0.086406182,0.777255437,0.00133116,0.049299664,0.146641384,0.097970524,0.739151027,0.000405666,0.04562231,0.142964031,0.094293171,0.702644559,0.000592519,0.0378562,0.13519792,0.08652706,0.700318736,0.001314816,0.037143181,0.134484902,0.085814042,0.784636991,0.001414163,0.041266747,0.138608467,0.089937607,0.7851898,0.000927164,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284420.1_Aak1,4.726060671,4.73870872,4.706800864,4.639981317,4.714353913,4.677539981,4.716320806,4.719862638,4.714388183,4.711505086,4.697894348,4.710537472,4.717006579,4.714620093,4.713222381,4.71635099,4.75135273,4.725602186,4.711793324,4.707806969,4.69516237,4.70656545,4.710198422,4.70047127,4.653452619,4.748480138,4.560698882,XP_027284420.1_Aak1,XP_027284420.1_Aak1,TRUE,0.017559948,0.403277451,0.03063743,0.066021112,0.035513572,0.009665196,0.074714339,0.070442453,not in ct,1,0,1,0,1,1,0,0,4,0.83692393,0.885984307,0.850381031,0.874177789,0.815933894,0.759469318,0.870882742,0.882303057,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.013423853,0.125868558,0.069646206,0.83692393,0.017559948,-0.033141161,0.079303543,0.023081191,0.885984307,0.403277451,0.006424311,0.118869015,0.062646663,0.850381031,0.03063743,-0.003787263,0.108657442,0.05243509,0.874177789,0.066021112,0.004516786,0.116961491,0.060739138,0.815933894,0.035513572,0.02066907,0.133113775,0.076891422,0.759469318,0.009665196,-0.005512011,0.106932694,0.050710342,0.870882742,0.074714339,-0.004687851,0.107756854,0.051534502,0.882303057,0.070442453,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284431.1_Gfpt1,4.700841187,4.686704767,4.678264593,4.696507721,4.715847273,4.676541427,4.676485609,4.681307486,4.679755799,4.681496957,4.690527209,4.608463406,4.687193403,4.675591722,4.676789429,4.680721978,4.712086475,4.669942805,4.675683848,4.674112604,4.679188586,4.68024745,4.684095571,4.695564445,4.658609215,4.752141061,4.624368505,XP_027284431.1_Gfpt1,XP_027284431.1_Gfpt1,TRUE,0.657867925,0.439949206,0.971963338,0.432828462,0.948619683,0.689973506,0.929317563,0.720365009,not in ct,0,0,0,0,0,0,0,0,0,0.903356457,0.887810036,0.911971385,0.90704663,0.88582839,0.860350294,0.913969787,0.919730602,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.037082302,0.057543479,0.010230589,0.903356457,0.657867925,-0.029387011,0.06523877,0.01792588,0.887810036,0.439949206,-0.046502853,0.048122928,0.000810038,0.911971385,0.971963338,-0.065523294,0.029102487,-0.018210403,0.90704663,0.432828462,-0.045827633,0.048798148,0.001485258,0.88582839,0.948619683,-0.038102065,0.056523716,0.009210825,0.860350294,0.689973506,-0.049357472,0.045268309,-0.002044581,0.913969787,0.929317563,-0.039049996,0.055575786,0.008262895,0.919730602,0.720365009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284440.1_Ube3c,4.656744266,4.633662757,4.634311432,4.595520251,4.64262132,4.64489125,4.614397817,4.586756839,4.621456954,4.654180944,4.588685321,4.668628716,4.647696731,4.648469546,4.675567093,4.667597458,4.608832137,4.637996814,4.638193169,4.60522705,4.637794651,4.636068058,4.660121642,4.652475069,4.682370936,4.697460202,4.575825208,XP_027284440.1_Ube3c,XP_027284440.1_Ube3c,TRUE,0.682597394,0.341356251,0.088795421,0.560224268,0.831478184,0.586357776,0.32966754,0.926232871,not in ct,0,0,0,0,0,0,0,0,0,0.904048199,0.882505199,0.869908252,0.911520844,0.882579167,0.856339441,0.895738501,0.924167795,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-0.061980795,0.041355535,-0.01031263,0.904048199,0.682597394,-0.075876006,0.027460323,-0.024207841,0.882505199,0.341356251,-0.096016409,0.00731992,-0.044348245,0.869908252,0.088795421,-0.066388619,0.03694771,-0.014720455,0.911520844,0.560224268,-0.046309156,0.057027173,0.005359008,0.882579167,0.831478184,-0.065411477,0.037924853,-0.013743312,0.856339441,0.586357776,-0.07648199,0.02685434,-0.024813825,0.895738501,0.32966754,-0.05399869,0.049337639,-0.002330525,0.924167795,0.926232871,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284500.1_Copg1,4.879063718,4.879466227,4.877059791,4.854974864,4.869411482,4.868936905,4.877832601,4.872901347,4.874515298,4.870944648,4.873648211,4.821003036,4.872899522,4.86853343,4.880180933,4.874452193,4.885743715,4.883020707,4.867699697,4.869373316,4.869557083,4.861499746,4.860354741,4.869342226,4.670276869,4.734868363,4.731923345,XP_027284500.1_Copg1,XP_027284500.1_Copg1,TRUE,8.16057E-11,4.19329E-10,1.20629E-10,1.30176E-09,1.38596E-10,6.14045E-11,2.47639E-10,4.56608E-10,not in ct,1,1,1,1,1,1,1,1,8,0.041543344,0.033837613,0.053298632,0.073701697,0.058558845,0.051528026,0.068435611,0.063892119,1,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.136799165,0.195548274,0.16617372,0.041543344,8.16057E-11,0.122710337,0.181459446,0.152084892,0.033837613,4.19329E-10,0.133352335,0.192101444,0.16272689,0.053298632,1.20629E-10,0.113467885,0.172216994,0.142842439,0.073701697,1.30176E-09,0.132140548,0.190889658,0.161515103,0.058558845,1.38596E-10,0.139341458,0.198090568,0.168716013,0.051528026,6.14045E-11,0.127145952,0.185895061,0.156520506,0.068435611,2.47639E-10,0.12200149,0.1807506,0.151376045,0.063892119,4.56608E-10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,0,2
XP_027284565.1_Alms1,4.619917219,4.61732267,4.595476606,4.621312658,4.593954188,4.590043065,4.610574091,4.580982967,4.616850958,4.619597178,4.650502122,4.663634163,4.611482073,4.588882063,4.613112975,4.629303811,4.628230152,4.619150238,4.640612773,4.670896096,4.659432179,4.610236996,4.639440088,4.671835013,4.636253678,4.732130486,4.595896601,XP_027284565.1_Alms1,XP_027284565.1_Alms1,TRUE,0.069564231,0.031034943,0.034107035,0.661832138,0.039738119,0.21704942,0.923861677,0.54116747,not in ct,0,1,1,0,1,0,0,0,3,0.863755638,0.829386276,0.852436715,0.914483835,0.818421025,0.833603205,0.913853038,0.914989648,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.091536996,0.003827482,-0.043854757,0.863755638,0.069564231,-0.100672524,-0.005308046,-0.052990285,0.829386276,0.031034943,-0.099639822,-0.004275344,-0.051957583,0.852436715,0.034107035,-0.057864673,0.037499805,-0.010182434,0.914483835,0.661832138,-0.097950124,-0.002585646,-0.050267885,0.818421025,0.039738119,-0.076881094,0.018483384,-0.029198855,0.833603205,0.21704942,-0.045462145,0.049902333,0.002220094,0.913853038,0.923861677,-0.061938462,0.033426016,-0.014256223,0.914989648,0.54116747,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284644.1_Plxna1,4.664428715,4.679381899,4.657588596,4.691348802,4.694766765,4.706474256,4.633949012,4.651513813,4.63293393,4.654708882,4.667397857,4.682459966,4.660050179,4.698771239,4.721861836,4.624581744,4.635661493,4.612579356,4.635503705,4.65586468,4.660978295,4.650214299,4.685862419,4.672264809,4.656803575,4.705873889,4.590790679,XP_027284644.1_Plxna1,XP_027284644.1_Plxna1,TRUE,0.427448161,0.0285323,0.560116557,0.398024362,0.043369984,0.187633276,0.985074799,0.364710183,not in ct,0,1,0,0,1,0,0,0,2,0.895577965,0.827301916,0.901497023,0.905610788,0.820340716,0.830365727,0.915142011,0.908703679,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.025044645,0.05699869,0.015977022,0.895577965,0.427448161,0.005352225,0.08739556,0.046373893,0.827301916,0.0285323,-0.05271213,0.029331205,-0.011690463,0.901497023,0.560116557,-0.023988814,0.058054521,0.017032854,0.905610788,0.398024362,0.001383369,0.083426704,0.042405037,0.820340716,0.043369984,-0.067903518,0.014139817,-0.02688185,0.830365727,0.187633276,-0.041395489,0.040647846,-0.000373821,0.915142011,0.985074799,-0.02273054,0.059312795,0.018291128,0.908703679,0.364710183,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284743.1_Arl6ip5,4.617132325,4.727407695,4.704449204,4.702227387,4.718429495,4.729651204,4.710000857,4.699855848,4.715595012,4.697960868,4.727353868,4.681842054,4.711295071,4.730866424,4.726708523,4.703551608,4.724612191,4.704329407,4.728933154,4.740611375,4.726436495,4.715949996,4.726267118,4.713495613,4.668999109,4.69893555,4.579172262,XP_027284743.1_Arl6ip5,XP_027284743.1_Arl6ip5,TRUE,0.170920125,0.009995236,0.021497771,0.036882778,0.005534056,0.017365005,0.002284318,0.008427186,not in ct,0,1,1,1,1,1,1,1,7,0.879705039,0.799411419,0.843428599,0.862994456,0.770730361,0.774734949,0.797490481,0.841737793,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.015825554,0.08374709,0.033960768,0.879705039,0.170920125,0.0179474,0.117520044,0.067733722,0.799411419,0.009995236,0.009661943,0.109234588,0.059448266,0.843428599,0.021497771,0.003563634,0.103136279,0.053349957,0.862994456,0.036882778,0.024134711,0.123707355,0.073921033,0.770730361,0.005534056,0.012009107,0.111581751,0.061795429,0.774734949,0.017365005,0.033171713,0.132744357,0.082958035,0.797490481,0.002284318,0.019748947,0.119321591,0.069535269,0.841737793,0.008427186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284829.1_Itpr1,4.595734457,4.639051442,4.59037809,4.549454665,4.618494882,4.645434027,4.623214925,4.59104256,4.594594878,4.60795851,4.60483258,4.585433073,4.578949811,4.604049695,4.636750254,4.552560774,4.569601729,4.612086976,4.624046582,4.664991891,4.64956226,4.576540686,4.634277442,4.623213629,4.666968754,4.701263915,4.554242194,XP_027284829.1_Itpr1,XP_027284829.1_Itpr1,TRUE,0.275539212,0.223192854,0.205215922,0.167485682,0.250454965,0.041853301,0.854638649,0.320500353,not in ct,0,0,0,0,0,1,0,0,1,0.887949485,0.873655036,0.884301579,0.890830099,0.856852846,0.79625871,0.912334847,0.906673669,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.092644689,0.027770773,-0.032436958,0.887949485,0.275539212,-0.096571494,0.023843968,-0.036363763,0.873655036,0.223192854,-0.098081897,0.022333564,-0.037874167,0.884301579,0.205215922,-0.101624631,0.018790831,-0.0414169,0.890830099,0.167485682,-0.094449432,0.02596603,-0.034241701,0.856852846,0.250454965,-0.122949525,-0.002534063,-0.062741794,0.79625871,0.041853301,-0.054832441,0.065583021,0.00537529,0.912334847,0.854638649,-0.089688766,0.030726696,-0.029481035,0.906673669,0.320500353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284832.1_Arl8b,4.716608653,4.561743074,4.719833172,4.724835025,4.734484383,4.754715641,4.713443967,4.712307719,4.733090619,4.709518638,4.688774386,4.753396964,4.696992141,4.72865552,4.731253301,4.699941564,4.712381792,4.703152824,4.695785889,4.653248574,4.686507105,4.704453064,4.691291595,4.68756046,4.684475384,4.720298485,4.566989924,XP_027284832.1_Arl8b,XP_027284832.1_Arl8b,TRUE,0.794106027,0.024300946,0.075030322,0.086008307,0.077882078,0.165038551,0.530300143,0.276933452,not in ct,0,1,0,0,0,0,0,0,1,0.906951497,0.823264616,0.866931107,0.879040871,0.832878186,0.8275138,0.903732225,0.904383336,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.060411652,0.078025722,0.008807035,0.906951497,0.794106027,0.011538399,0.149975773,0.080757086,0.823264616,0.024300946,-0.006859183,0.131578191,0.062359504,0.866931107,0.075030322,-0.009243288,0.129194086,0.059975399,0.879040871,0.086008307,-0.007506297,0.130931077,0.06171239,0.832878186,0.077882078,-0.021314558,0.117122816,0.047904129,0.8275138,0.165038551,-0.047959429,0.090477945,0.021259258,0.903732225,0.530300143,-0.032038245,0.106399129,0.037180442,0.904383336,0.276933452,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284895.1_Arpc4,4.726075616,4.726197995,4.729337851,4.769994558,4.744875856,4.71763397,4.693707568,4.748882705,4.715427316,4.729158625,4.73289815,4.642290224,4.733427389,4.711126121,4.711290968,4.704548619,4.715670901,4.709671803,4.70895578,4.731817744,4.710468281,4.728175819,4.740867873,4.723489661,4.672927948,4.741858665,4.744353908,XP_027284895.1_Arpc4,XP_027284895.1_Arpc4,TRUE,0.723239977,0.254252557,0.985859654,0.391294099,0.958512804,0.645171958,0.90080632,0.599364496,not in ct,0,0,0,0,0,0,0,0,0,0.905144315,0.876373867,0.912268232,0.905319381,0.886092249,0.858677217,0.913355239,0.916656781,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.035865175,0.050845803,0.007490314,0.905144315,0.723239977,-0.018900868,0.06781011,0.024454621,0.876373867,0.254252557,-0.0437298,0.042981179,-0.000374311,0.912268232,0.985859654,-0.061619997,0.025090982,-0.018264507,0.905319381,0.391294099,-0.04445417,0.042256808,-0.001098681,0.886092249,0.958512804,-0.053105222,0.033605756,-0.009749733,0.858677217,0.645171958,-0.045988394,0.040722584,-0.002632905,0.913355239,0.90080632,-0.032224545,0.054486433,0.011130944,0.916656781,0.599364496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027284905.1_Creld1,4.745657336,4.751961002,4.728429733,4.738886572,4.769433562,4.75098377,4.744691768,4.762233415,4.740896214,4.725719951,4.71668659,4.74892134,4.728739602,4.761381649,4.758728261,4.73457724,4.776255975,4.760148514,4.721327642,4.744375195,4.740027107,4.733776193,4.73977882,4.734659103,4.689401837,4.745423684,4.547966728,XP_027284905.1_Creld1,XP_027284905.1_Creld1,TRUE,0.009198798,0.003724558,0.005105738,0.022752473,0.004964185,0.002694762,0.015716662,0.014732359,not in ct,1,1,1,1,1,1,1,1,8,0.82287796,0.769435193,0.812140851,0.853130624,0.767806979,0.723014656,0.841716412,0.853458227,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.02224815,0.139922398,0.081085274,0.82287796,0.009198798,0.033333428,0.151007676,0.092170552,0.769435193,0.003724558,0.029505925,0.147180174,0.088343049,0.812140851,0.005105738,0.010674753,0.128349002,0.069511878,0.853130624,0.022752473,0.02984863,0.147522879,0.088685755,0.767806979,0.004964185,0.037226036,0.154900284,0.09606316,0.723014656,0.002694762,0.015475441,0.133149689,0.074312565,0.841716412,0.015716662,0.016303498,0.133977747,0.075140623,0.853458227,0.014732359,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
