name,protein_name,A4_1,A4_2,A4_3,count_missing_A4,A6_1,A6_2,A6_3,count_missing_A6,B2_1,B2_2,B2_3,count_missing_B2,E10_1,E10_2,E10_3,count_missing_E10,E6_1,E6_2,E6_3,count_missing_E6,E9_1,E9_2,E9_3,count_missing_E9,F1_1,F1_2,F1_3,count_missing_F1,G12_1,G12_2,G12_3,count_missing_G12,ctrl_1,ctrl_2,ctrl_3,count_missing_ctrl,status in producer,status in control,Protein.IDs,Majority.protein.IDs,vlookup_PPIandRNA
NP_001231462.1_Rps13,Rps13,28.28565248,28.66758595,28.58454771,0,28.53789914,28.48842604,28.41978341,0,28.70233588,28.67861989,28.72882664,0,29.08391046,28.75108847,27.79759047,0,28.56752629,28.77182099,28.2491411,0,28.62538721,28.59307129,28.48537728,0,28.24141126,28.64757519,28.1574551,0,29.02007165,28.7995415,28.76599596,0,28.46247014,30.49117479,30.20433342,0,in producer,DETECTED IN NONPROD,NP_001231462.1_Rps13;XP_027266144.1_LOC100762057;XP_027258538.1_Znf532,NP_001231462.1_Rps13,#N/A
NP_001231777.1_Scarb1,Scarb1,24.55673678,24.94864077,25.13222822,0,23.81380365,24.7985701,25.80139834,0,25.75692312,25.9257488,25.65548553,0,25.16168021,25.54979062,NA,1,24.86996474,25.44062483,24.69811381,0,NA,24.41095066,25.25806949,1,23.95898372,25.57738604,25.46189855,0,24.34707814,25.43497024,24.83586068,0,NA,NA,NA,3,in producer,NOT IN NONPROD,NP_001231777.1_Scarb1,NP_001231777.1_Scarb1,#N/A
NP_001231779.1_Adk,Adk,25.51194644,25.72505396,25.25668069,0,26.01505431,25.83150266,25.63617762,0,25.69957927,26.07324315,25.58282258,0,25.43983773,24.92038775,25.47579566,0,25.3790409,25.47768204,25.45153797,0,26.11349755,26.04305339,26.01052308,0,25.30501502,25.21672453,25.07545555,0,25.65165555,25.0651486,25.41926228,0,NA,NA,NA,3,in producer,NOT IN NONPROD,NP_001231779.1_Adk,NP_001231779.1_Adk,#N/A
NP_001231783.1_Gapdh,Gapdh,33.70982092,33.78397752,33.78442043,0,33.44354127,33.70058784,33.78906635,0,33.93501045,34.14241386,33.67297427,0,33.61462258,33.71161233,33.70307632,0,33.74249774,33.85455692,33.96188122,0,34.00073156,33.9568934,34.27729226,0,33.34099139,33.87497579,33.66245099,0,33.41122567,33.57721492,33.63547849,0,34.30238033,34.60345964,33.84115995,0,in producer,DETECTED IN NONPROD,NP_001231783.1_Gapdh;XP_027251765.1_LOC100759100,NP_001231783.1_Gapdh,#N/A
NP_001233602.1_Rps4x,Rps4x,28.25215247,29.77458775,29.77758961,0,29.19197927,29.34977552,29.84656008,0,29.78633955,29.82268934,29.635592,0,29.71419205,29.9552226,29.35051073,0,29.77890478,29.7435736,29.67515036,0,30.05378622,29.65406973,29.81277679,0,29.5167889,29.81262936,30.02476017,0,29.83610416,30.10877305,29.78564402,0,29.87960771,30.69814389,30.32419816,0,in producer,DETECTED IN NONPROD,NP_001233602.1_Rps4x,NP_001233602.1_Rps4x,#N/A
NP_001233606.1_Cope,Cope,26.83220735,27.45675249,27.9014222,0,26.11928112,26.12946915,27.93432889,0,27.92928503,28.04039922,27.74386745,0,27.59897263,27.32005196,25.93857005,0,28.29967021,28.13614533,28.12491715,0,28.50052674,28.12924777,28.38250562,0,27.01429905,27.89545319,27.24504172,0,27.22007797,27.40503515,27.47506782,0,NA,NA,NA,3,in producer,NOT IN NONPROD,NP_001233606.1_Cope,NP_001233606.1_Cope,#N/A
NP_001233607.1_Stip1,Stip1,31.17849588,30.98022059,31.06143217,0,30.73590676,30.75166144,30.68095499,0,31.11667276,31.10706521,31.05103185,0,30.84447389,31.03925634,31.13146564,0,31.21894319,31.03593967,30.98216587,0,31.2822305,31.26818077,31.22935956,0,30.93061383,31.13496014,30.99432107,0,30.68681669,30.89625559,31.1059163,0,29.83884466,28.8457628,29.24856039,0,in producer,DETECTED IN NONPROD,NP_001233607.1_Stip1,NP_001233607.1_Stip1,#N/A
NP_001233609.1_Sptlc2,Sptlc2,27.27066061,26.58763408,26.8649399,0,26.85538638,26.6185233,26.90363348,0,26.82091384,26.69888167,26.68610593,0,26.87308726,27.01162515,26.85825325,0,26.89934005,26.88651602,26.90794562,0,26.79043473,26.73049962,27.13135203,0,27.02097347,26.98864974,26.80738333,0,26.6589941,26.69431796,26.87131865,0,NA,NA,NA,3,in producer,NOT IN NONPROD,NP_001233609.1_Sptlc2,NP_001233609.1_Sptlc2,#N/A
NP_001233615.1_Gbf1,Gbf1,26.67514038,26.36711768,26.89790606,0,26.34015588,26.10232987,27.3647923,0,27.23510133,26.67027281,26.90477794,0,27.401941,27.09747684,26.72901816,0,26.79222435,27.01776607,27.24925434,0,27.06697187,26.76149452,27.18855112,0,27.66368919,27.62562125,27.57925739,0,27.05282575,26.88486842,27.21701245,0,NA,NA,NA,3,in producer,NOT IN NONPROD,NP_001233615.1_Gbf1,NP_001233615.1_Gbf1,#N/A
NP_001233616.1_Npc1,Npc1,24.18106624,24.48668955,24.83509863,0,24.06053859,24.25942329,24.94706715,0,24.54421888,24.49270569,24.42340136,0,24.14997015,24.62183933,NA,1,24.53030266,24.99186438,25.02654481,0,24.26928621,24.33101801,24.62030427,0,23.9988387,25.00234486,24.80523593,0,24.40812726,24.71514198,24.36836707,0,NA,NA,NA,3,in producer,NOT IN NONPROD,NP_001233616.1_Npc1,NP_001233616.1_Npc1,#N/A
NP_001233619.1_Icam1,Icam1,26.23954581,26.50152596,26.32508325,0,25.38650038,27.0739523,26.42075236,0,25.90150603,26.82491988,26.07254979,0,26.58996068,26.64138802,26.95407602,0,26.66015425,26.56856315,26.0616091,0,25.48772748,25.13881682,25.15233395,0,26.13618157,26.31798792,26.61674642,0,26.85183353,26.99199637,26.59935901,0,24.81502474,NA,26.78313695,1,in producer,DETECTED IN NONPROD,NP_001233619.1_Icam1,NP_001233619.1_Icam1,#N/A
NP_001233622.2_P4hb,P4hb,31.43367233,31.39599314,31.18918986,0,31.00161589,31.38148794,31.50651571,0,31.25010329,31.59594352,31.31657836,0,30.74077048,31.18849638,31.3378989,0,31.30833765,31.84385622,31.85738584,0,31.0636267,31.31943558,31.56678399,0,30.37425523,31.35550119,31.19838315,0,30.6027275,31.37553199,31.00788031,0,28.60279456,27.20626302,27.85716919,0,in producer,DETECTED IN NONPROD,NP_001233622.2_P4hb,NP_001233622.2_P4hb,#N/A
NP_001233626.1_Dld,Dld,25.19301947,25.66535849,25.72046927,0,25.83042419,25.73389483,25.63127492,0,25.62816805,25.68288247,25.25068432,0,25.76325546,25.34385977,25.72563699,0,24.60857628,24.95177896,25.59256622,0,24.90157115,25.40609431,25.08670414,0,25.2317235,25.39711296,25.46153498,0,25.36516721,25.04222327,25.12217934,0,27.20736677,28.50399018,26.44246575,0,in producer,DETECTED IN NONPROD,NP_001233626.1_Dld,NP_001233626.1_Dld,#N/A
NP_001233630.1_Gnb1,Gnb1,27.69261966,27.07561212,27.11636712,0,26.23404965,27.49773116,27.71558285,0,27.46893348,27.31055463,27.24877859,0,27.27960908,27.28716123,26.64687829,0,26.94846873,27.5778801,27.79658717,0,27.3820895,27.36530436,27.65675368,0,27.29449092,26.94412193,26.86842123,0,27.57102658,27.14104652,27.1917866,0,NA,27.83791822,27.0048962,1,in producer,DETECTED IN NONPROD,NP_001233630.1_Gnb1,NP_001233630.1_Gnb1,#N/A
NP_001233634.1_Gart,Gart,28.58621839,28.11931602,28.59963806,0,28.4601777,28.17414472,28.67821798,0,28.63505083,28.16516816,28.22277558,0,28.85690002,28.66179302,27.52251997,0,28.66862287,28.46193138,28.82383688,0,28.76751808,28.16028073,29.01177757,0,27.97972507,28.54662502,28.34525204,0,27.95952213,28.33920616,28.4345409,0,28.5873748,NA,27.80756473,1,in producer,DETECTED IN NONPROD,NP_001233634.1_Gart,NP_001233634.1_Gart,#N/A
NP_001233649.1_Hsph1,Hsph1,28.99851068,28.96287143,29.01655952,0,28.61100737,28.67672983,28.94039037,0,29.04992723,29.08617924,29.21857125,0,28.98957103,28.83027973,28.6210488,0,28.97012865,29.01161335,28.87720563,0,29.17190032,29.00806571,29.31529628,0,28.94836943,29.12565626,28.93976252,0,28.863532,29.02870661,28.95954284,0,27.7056544,26.88979702,27.9744494,0,in producer,DETECTED IN NONPROD,NP_001233649.1_Hsph1,NP_001233649.1_Hsph1,#N/A
NP_001233650.1_Parp1,Parp1,27.39112194,27.14289669,27.13700855,0,27.39304734,27.47343719,26.97836658,0,27.12592428,27.02812446,27.1319908,0,27.43586743,27.47403587,27.60733513,0,27.07906547,26.7596812,26.49684329,0,26.75715987,25.97469698,26.35356215,0,27.53387648,26.88903768,27.09500301,0,27.67847744,27.40172347,27.2033331,0,28.38623029,28.99945995,28.2124655,0,in producer,DETECTED IN NONPROD,NP_001233650.1_Parp1,NP_001233650.1_Parp1,#N/A
NP_001233654.1_Pgk1,Pgk1,31.9079966,32.17807333,32.10315457,0,31.62645923,31.81535763,32.11045836,0,32.00316518,31.93311733,32.07275725,0,31.98865973,31.8446382,32.09342447,0,32.43395521,32.40112488,32.57925656,0,31.31437802,31.25555376,31.37803964,0,32.01995206,32.32567885,32.22361618,0,31.81539351,32.02356118,32.07983015,0,30.33117216,31.19570142,30.66412314,0,in producer,DETECTED IN NONPROD,NP_001233654.1_Pgk1;XP_027243189.1_Pgk2,NP_001233654.1_Pgk1,#N/A
NP_001233655.1_Gpi,Gpi,27.43917573,27.48475718,27.47367866,0,27.71669475,27.68317626,27.40675495,0,27.2454561,27.27574695,27.47879595,0,27.14866531,26.92683223,27.77231052,0,27.63172018,27.57544238,27.6415502,0,27.57040531,27.32462318,27.40013631,0,27.15727383,27.08671912,27.1767325,0,27.25894887,27.21601209,26.93587876,0,26.81108699,NA,25.38803543,1,in producer,DETECTED IN NONPROD,NP_001233655.1_Gpi;CON__Q3ZBD7,NP_001233655.1_Gpi,#N/A
