name,protein_name,A4_1,A4_2,A4_3,count_missing_A4,A6_1,A6_2,A6_3,count_missing_A6,B2_1,B2_2,B2_3,count_missing_B2,E10_1,E10_2,E10_3,count_missing_E10,E6_1,E6_2,E6_3,count_missing_E6,E9_1,E9_2,E9_3,count_missing_E9,F1_1,F1_2,F1_3,count_missing_F1,G12_1,G12_2,G12_3,count_missing_G12,ctrl_1,ctrl_2,ctrl_3,count_missing_ctrl,status in producer,status in control,Protein.IDs,Majority.protein.IDs,vlookup_PPIandRNA
XP_027247222.1_LOC100757262,LOC100757262,27.52236051,27.30530894,27.27473948,0,26.29698144,26.51247099,26.63243843,0,26.65852251,26.59175263,26.07745274,0,26.71457051,27.05486021,NA,1,27.21465772,27.49775464,27.53736021,0,27.75345895,27.72270872,27.48046798,0,27.71101508,27.97179689,27.97234592,0,27.15499292,27.19391967,27.20380052,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247222.1_LOC100757262;XP_027247221.1_LOC100757262,XP_027247222.1_LOC100757262;XP_027247221.1_LOC100757262,#N/A
XP_027247227.1_Cald1,Cald1,29.11326351,28.78600138,28.49346654,0,28.73201319,28.58592616,28.17362604,0,28.60407608,28.6485404,28.46654955,0,28.19289115,27.99467148,28.74569561,0,28.93474007,28.86594317,28.66270559,0,28.61661039,29.08334902,28.51524316,0,28.61443441,28.55551654,28.46378308,0,28.20762086,28.30399586,28.31994625,0,NA,NA,25.66697906,2,in producer,NOT IN NONPROD,XP_027247227.1_Cald1;XP_027247226.1_Cald1;XP_027247225.1_Cald1;REV__XP_027248276.1_LOC100752430;REV__XP_027248275.1_LOC100752430;REV__XP_027248274.1_LOC100752430;REV__XP_027248273.1_LOC100752430;REV__XP_027248272.1_LOC100752430;REV__XP_027248271.1_LOC100752430,XP_027247227.1_Cald1;XP_027247226.1_Cald1;XP_027247225.1_Cald1,#N/A
XP_027247256.1_Nup205,Nup205,27.62764114,27.50194444,27.23914618,0,27.62329937,27.31395158,27.46194773,0,27.46442757,27.29382552,27.44192825,0,27.25502372,27.36483908,27.61504052,0,27.04433422,26.94031049,26.89325185,0,27.36936481,27.17389247,27.30964341,0,27.68749025,27.33056822,27.45060041,0,27.37402539,27.34109711,27.42503079,0,26.00957017,NA,26.37126118,1,in producer,DETECTED IN NONPROD,XP_027247256.1_Nup205;XP_027247257.1_Nup205,XP_027247256.1_Nup205;XP_027247257.1_Nup205,#N/A
XP_027247260.1_Mtpn,Mtpn,26.15969733,25.8715885,25.69476217,0,NA,25.79389329,25.5564013,1,25.35958634,25.39562865,25.49476164,0,25.16953687,24.90210067,NA,1,25.72368663,25.72400049,26.135224,0,25.44837236,25.77438933,25.83158293,0,25.16248297,25.69236722,NA,1,25.16891906,25.32412698,25.46826741,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247260.1_Mtpn,XP_027247260.1_Mtpn,#N/A
XP_027247278.1_Zc3hav1,Zc3hav1,27.11399136,27.03204068,26.75061441,0,26.90946902,26.7313558,26.78222527,0,27.0309523,26.74858086,27.23955786,0,26.65038034,27.01275588,26.8426275,0,26.98779578,26.91204444,26.92122665,0,27.0195561,27.29433784,27.19566896,0,26.98774259,26.84561009,26.75568396,0,26.55588289,26.7638737,26.8269797,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247278.1_Zc3hav1;XP_027247279.1_Zc3hav1,XP_027247278.1_Zc3hav1;XP_027247279.1_Zc3hav1,#N/A
XP_027247284.1_LOC100767953,LOC100767953,26.37066372,26.15293284,25.99871004,0,27.21206112,26.71495652,25.89555781,0,25.62115829,26.08890413,26.01249819,0,27.25538566,27.61248693,28.01606246,0,26.28802338,25.85057235,25.88232598,0,26.00161631,26.40891612,25.9731619,0,27.91540992,28.41880295,27.68269752,0,28.25028187,28.50302118,28.49035985,0,30.08380275,28.83917824,30.71125328,0,in producer,DETECTED IN NONPROD,XP_027247284.1_LOC100767953;XP_027247283.1_LOC100767953,XP_027247284.1_LOC100767953;XP_027247283.1_LOC100767953,#N/A
XP_027247312.1_Parp12,Parp12,24.82555991,24.50004637,24.39193791,0,24.50295479,24.53032748,NA,1,24.62401823,24.44349907,24.43335228,0,24.26083995,24.40762441,24.85464968,0,24.38397341,24.76289162,25.01385621,0,25.67609009,25.17245404,25.51003318,0,23.79354695,24.63773535,24.38160875,0,23.84564642,23.95159141,24.30738706,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247312.1_Parp12,XP_027247312.1_Parp12,#N/A
XP_027247335.1_Agk,Agk,NA,24.47394756,24.28956575,1,24.28907928,24.54259302,NA,1,24.3905203,24.28605746,24.6475584,0,24.28436986,NA,23.80582067,1,24.25763537,24.64670467,24.58809629,0,24.30577136,24.41307604,24.56867417,0,24.61744993,25.11601733,24.50140071,0,24.28698874,24.19781479,NA,1,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247335.1_Agk;XP_027247336.1_Agk,XP_027247335.1_Agk;XP_027247336.1_Agk,#N/A
XP_027247345.1_Crot,Crot,28.11403294,27.81188408,28.17414769,0,27.50236735,27.70204738,28.31463879,0,28.09393233,28.21326952,27.8252118,0,27.79650243,27.61769845,26.75055132,0,27.71713128,28.19634037,28.35890093,0,28.372815,28.4252211,28.45056316,0,25.12358498,27.32841025,27.21946733,0,27.36840398,27.11146275,27.41400397,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247345.1_Crot;XP_027247344.1_Crot;XP_027247343.1_Crot,XP_027247345.1_Crot;XP_027247344.1_Crot;XP_027247343.1_Crot,#N/A
XP_027247368.1_Sri,Sri,28.06411504,27.958279,27.88140227,0,27.5556311,27.56985058,27.53739996,0,27.96924889,28.00598793,27.9824074,0,27.71193569,27.08935377,26.87219342,0,28.51080155,28.64676459,28.40517028,0,28.50595736,28.61567236,28.34748344,0,27.87462191,28.12527799,28.04122557,0,27.55691027,27.55448969,27.89703956,0,NA,NA,25.15221964,2,in producer,NOT IN NONPROD,XP_027247368.1_Sri;XP_027247367.1_Sri,XP_027247368.1_Sri;XP_027247367.1_Sri,#N/A
XP_027247396.1_Akap9,Akap9,27.16521378,27.07832721,27.06449605,0,27.0203898,25.63217556,27.2206951,0,26.90929464,25.93580294,27.45843857,0,26.7898341,26.52700575,27.24406093,0,26.57659015,26.69862996,27.38902092,0,26.95772006,27.06510447,27.52873693,0,27.24335321,27.22477763,27.43200951,0,26.34351035,26.1826376,27.33299541,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247396.1_Akap9;XP_027247392.1_Akap9;XP_027247398.1_Akap9;XP_027247393.1_Akap9;XP_027247395.1_Akap9;XP_027247394.1_Akap9;XP_027249296.1_LOC100756022;XP_027247400.1_LOC103164241,XP_027247396.1_Akap9;XP_027247392.1_Akap9;XP_027247398.1_Akap9;XP_027247393.1_Akap9;XP_027247395.1_Akap9;XP_027247394.1_Akap9,#N/A
XP_027247401.1_Copg2,Copg2,28.12158069,28.05764863,28.04278258,0,27.78586051,27.67268269,28.06260349,0,28.4328566,27.98838829,28.15481566,0,28.17439693,27.79745736,27.6687306,0,28.1053867,28.13902379,28.45805872,0,28.46556898,28.29848608,28.53326549,0,27.80099107,28.0369096,27.83542178,0,27.92393099,27.4530752,27.80502807,0,NA,NA,24.18801011,2,in producer,NOT IN NONPROD,XP_027247401.1_Copg2,XP_027247401.1_Copg2,#N/A
XP_027247454.1_Eif2a,Eif2a,26.58525891,26.07476847,26.1832151,0,26.5374896,26.16632564,25.53845463,0,26.36946666,26.23550502,26.45242411,0,25.65126077,NA,26.23128035,1,26.32118906,26.04439414,26.0557937,0,27.11669061,26.9675692,26.63107524,0,26.05953733,25.86895986,26.02893763,0,25.88757229,25.69099035,25.92117341,0,25.5516114,NA,26.02402169,1,in producer,DETECTED IN NONPROD,XP_027247454.1_Eif2a;XP_027247457.1_Eif2a,XP_027247454.1_Eif2a;XP_027247457.1_Eif2a,#N/A
XP_027247496.1_Mbnl1,Mbnl1,26.26544382,26.67583119,25.96131337,0,26.3106042,26.24738946,26.13820302,0,26.22729569,25.96440689,26.2124179,0,25.80850231,25.82399375,27.06596461,0,26.11914319,26.11407929,26.11296878,0,26.21307584,NA,26.5231247,1,26.38839891,26.41439543,26.37732678,0,26.3644339,27.09943825,26.4925881,0,NA,NA,25.83146334,2,in producer,NOT IN NONPROD,XP_027247496.1_Mbnl1;XP_027247494.1_Mbnl1;XP_027247486.1_Mbnl1;XP_027247485.1_Mbnl1;XP_027247503.1_Mbnl1;XP_027247502.1_Mbnl1;XP_027247498.1_Mbnl1;XP_027247495.1_Mbnl1;XP_027247493.1_Mbnl1;XP_027247492.1_Mbnl1;XP_027247491.1_Mbnl1;XP_027247490.1_Mbnl1;XP_027247489.1_Mbnl1;XP_027247488.1_Mbnl1;XP_027247487.1_Mbnl1;XP_027247484.1_Mbnl1;XP_027247483.1_Mbnl1,XP_027247496.1_Mbnl1;XP_027247494.1_Mbnl1;XP_027247486.1_Mbnl1;XP_027247485.1_Mbnl1;XP_027247503.1_Mbnl1;XP_027247502.1_Mbnl1;XP_027247498.1_Mbnl1;XP_027247495.1_Mbnl1;XP_027247493.1_Mbnl1;XP_027247492.1_Mbnl1;XP_027247491.1_Mbnl1;XP_027247490.1_Mbnl1;XP_027247489.1_Mbnl1;XP_027247488.1_Mbnl1;XP_027247487.1_Mbnl1;XP_027247484.1_Mbnl1;XP_027247483.1_Mbnl1,#N/A
XP_027247508.1_Dhx36,Dhx36,25.83358165,26.49383232,26.70266293,0,25.5335991,25.20973158,27.11188748,0,27.13283686,26.42727608,26.63431032,0,26.47214739,26.2639112,25.52088027,0,26.8983198,26.9233432,27.12935394,0,27.69512211,26.58934464,27.94289345,0,25.79387954,26.82619157,26.50525681,0,25.29239621,26.13235573,26.2219682,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247508.1_Dhx36,XP_027247508.1_Dhx36,#N/A
XP_027247521.1_Gmps,Gmps,26.3948231,26.74652074,27.11118477,0,26.09213024,26.54548661,27.09221327,0,26.95727246,26.8685272,26.93028242,0,26.77791663,27.23084681,26.75681746,0,26.78843566,26.63728031,26.89288947,0,26.80199794,26.56199944,26.65189381,0,26.81385995,27.02606656,27.01880074,0,26.93073348,27.08951622,27.10926345,0,NA,NA,26.93216169,2,in producer,NOT IN NONPROD,XP_027247521.1_Gmps;XP_027247520.1_Gmps,XP_027247521.1_Gmps;XP_027247520.1_Gmps,#N/A
XP_027247557.1_Gfm1,Gfm1,25.83679,26.06124034,25.92920258,0,26.11404862,26.33389375,26.33887939,0,25.93817952,26.16770496,26.11565448,0,26.49416638,26.70597853,25.42451349,0,25.90598801,25.81026332,26.08826467,0,25.63538986,25.63486153,25.69101473,0,26.25575033,26.49647912,26.2223493,0,26.54064347,26.52002705,26.17548371,0,27.36467425,NA,27.7721755,1,in producer,DETECTED IN NONPROD,XP_027247557.1_Gfm1,XP_027247557.1_Gfm1,#N/A
XP_027247568.1_Smc4,Smc4,28.19928057,28.11001269,27.88065543,0,28.09699015,28.0464274,27.90923337,0,28.04157874,27.85860767,27.96117484,0,28.04204233,27.90732667,28.66519913,0,27.97408836,27.79390557,27.69082788,0,28.11987661,28.19525325,28.20606004,0,28.24129695,28.03828797,28.20166357,0,28.06920939,27.94737177,28.27603579,0,26.66192731,NA,27.50713041,1,in producer,DETECTED IN NONPROD,XP_027247568.1_Smc4;XP_027247569.1_Smc4,XP_027247568.1_Smc4;XP_027247569.1_Smc4,#N/A
XP_027247720.1_Pgrmc2,Pgrmc2,27.20760485,27.15323481,27.32247959,0,26.93296883,27.22244396,27.2627817,0,27.34256977,27.36420651,27.2402493,0,27.02961159,26.73764484,27.25629483,0,27.21684183,27.74134796,27.515682,0,26.96710906,27.33586974,27.42078482,0,27.13003698,27.78757724,27.4056361,0,26.94031165,27.11475905,27.22338891,0,26.50785345,NA,26.44939667,1,in producer,DETECTED IN NONPROD,XP_027247720.1_Pgrmc2,XP_027247720.1_Pgrmc2,#N/A
XP_027247752.1_Spata5,Spata5,27.32433451,27.05627213,27.20164081,0,NA,26.94365383,26.97019549,1,27.12877465,26.80365847,27.06858426,0,27.40095986,27.08860329,27.4470279,0,27.1373027,27.28168833,27.00663938,0,27.45111674,27.33290123,27.36544603,0,26.88758378,27.54145,27.03202199,0,27.12664425,27.48187923,27.30494919,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247752.1_Spata5;XP_027247751.1_Spata5;XP_027247754.1_Spata5;XP_027247753.1_Spata5;XP_027247756.1_Spata5;XP_027247755.1_Spata5;XP_027253733.1_Katnal2,XP_027247752.1_Spata5;XP_027247751.1_Spata5;XP_027247754.1_Spata5;XP_027247753.1_Spata5;XP_027247756.1_Spata5;XP_027247755.1_Spata5,#N/A
XP_027247784.1_Anxa5,Anxa5,26.46209286,26.44371309,26.66084658,0,26.76781792,27.05046458,27.0697984,0,26.71800217,26.02512913,26.21074317,0,26.37537949,25.99858051,NA,1,26.16074927,26.80159637,26.69099464,0,26.64421055,26.09990159,26.64065847,0,24.18924609,24.34088177,25.57464211,0,25.9261888,25.90908949,25.44381463,0,NA,NA,26.14281091,2,in producer,NOT IN NONPROD,XP_027247784.1_Anxa5,XP_027247784.1_Anxa5,#N/A
XP_027247790.1_Mccc1,Mccc1,32.21791409,32.55838832,32.07203934,0,32.84949497,32.98831104,33.23277152,0,32.5236758,32.62533996,32.33760509,0,33.61363039,33.66281528,32.57812593,0,32.15387872,32.63161039,33.28564795,0,30.85319313,31.14589346,31.71859406,0,32.46644262,33.46445126,33.2386684,0,33.37368381,33.49309518,33.50596536,0,33.4285256,34.84085551,35.15926663,0,in producer,DETECTED IN NONPROD,XP_027247790.1_Mccc1;REV__XP_027278747.1_Card9;REV__XP_027278746.1_Card9;REV__XP_027278745.1_Card9;REV__XP_027278744.1_Card9,XP_027247790.1_Mccc1,#N/A
XP_027247806.1_Actl6a,Actl6a,26.11784493,25.68875479,25.47755923,0,25.39629035,25.42611375,25.88700939,0,25.62960617,25.25653992,25.12558699,0,25.07645307,25.63637891,25.61295745,0,25.34533115,25.2433654,25.6749649,0,25.6047607,25.26879791,26.07671506,0,25.54308091,25.47846653,25.44544664,0,25.49229786,25.49130104,25.70184376,0,NA,NA,25.43874666,2,in producer,NOT IN NONPROD,XP_027247806.1_Actl6a;XP_027272040.1_Actl6b;XP_027272039.1_Actl6b,XP_027247806.1_Actl6a,#N/A
XP_027247845.1_Sec62,Sec62,26.11631802,26.06641786,25.49460092,0,26.19099756,26.08422004,25.72775871,0,25.81763699,25.65918563,25.83135109,0,25.43869081,26.0536961,26.45968528,0,25.71719556,25.85990753,25.8431578,0,25.54435874,25.83665375,25.64816922,0,26.11980933,25.65058997,25.91408564,0,25.50454365,25.83676889,25.82804733,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247845.1_Sec62;XP_027247846.1_Sec62,XP_027247845.1_Sec62;XP_027247846.1_Sec62,Sec62
XP_027247883.1_Fndc3b,Fndc3b,26.46535584,26.83951978,26.82369029,0,26.54809985,26.5502964,26.75818704,0,26.72083854,26.35085728,26.55344091,0,26.70294114,26.57539295,26.27274363,0,26.82886007,27.13261939,27.33839485,0,26.93922224,27.26392271,27.39221947,0,26.58401757,27.0424152,27.14236543,0,26.88718432,26.96730606,27.24807284,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247883.1_Fndc3b,XP_027247883.1_Fndc3b,#N/A
XP_027247887.1_Nceh1,Nceh1,27.03774804,27.43471069,27.20302019,0,26.93296883,27.32984339,27.49140962,0,27.04481615,27.22342743,26.88236242,0,26.70770994,26.60798992,26.65984166,0,26.80013621,27.29847352,27.55120487,0,26.9932347,27.07619228,27.34188035,0,26.07014822,27.15162638,27.20125534,0,26.69874873,26.90404692,27.06209412,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247887.1_Nceh1,XP_027247887.1_Nceh1,#N/A
XP_027247923.1_Cd63,Cd63,NA,25.88234306,25.17791244,1,26.19133975,26.24775964,NA,1,25.31698394,NA,25.6352569,1,25.34948993,NA,26.21251066,1,25.19009679,26.04596267,25.82421703,0,25.35216381,25.93228604,25.26485327,0,25.14590344,NA,24.90998345,1,25.39065857,25.31975923,25.07410852,0,NA,NA,26.30700897,2,in producer,NOT IN NONPROD,XP_027247923.1_Cd63,XP_027247923.1_Cd63,#N/A
XP_027247933.1_Mmp19,Mmp19,26.38809915,26.98880512,26.94614927,0,26.96682098,28.48158072,29.4331755,0,26.214607,26.75253993,27.07470294,0,25.18887966,26.37665657,24.36107352,0,25.99633963,27.3745324,27.87639935,0,24.03049787,25.53145257,25.68978646,0,22.46438687,26.31220724,25.94011051,0,26.83276796,27.16722647,27.03345485,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247933.1_Mmp19,XP_027247933.1_Mmp19,#N/A
XP_027247954.1_Rab5b,Rab5b,26.77665871,26.73790127,27.2360053,0,26.74934474,26.70291159,26.9897289,0,27.14415059,26.71350037,26.56493986,0,26.33673657,25.46161874,25.82914864,0,27.01178929,26.89675646,26.95439028,0,26.34257112,27.41893585,26.34017509,0,25.00832826,25.75392584,26.25823663,0,26.34202116,26.38556482,25.46352857,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027247954.1_Rab5b,XP_027247954.1_Rab5b,#N/A
XP_027247961.1_Rps26,Rps26,27.27891799,27.46106334,27.994744,0,28.31477532,27.23145614,28.10024191,0,28.31543891,28.0456652,27.66778352,0,28.75605407,28.83092093,28.30864031,0,28.05439393,28.3375611,28.21973818,0,28.42097919,NA,28.00410121,1,26.76327415,27.75671959,28.72868194,0,27.91058071,28.06358019,28.26218939,0,29.74169929,31.01684635,29.08507083,0,in producer,DETECTED IN NONPROD,XP_027247961.1_Rps26;XP_027257787.1_LOC100757586;XP_027287469.1_LOC100756416;XP_027282483.1_LOC100755871;XP_027247095.1_LOC113832814,XP_027247961.1_Rps26;XP_027257787.1_LOC100757586;XP_027287469.1_LOC100756416,#N/A
XP_027247964.1_Pa2g4,Pa2g4,29.17124083,28.45387142,28.68434441,0,29.1230956,28.68888537,28.75566596,0,28.73480368,28.43799006,28.49239108,0,28.30347624,28.62839733,29.01567288,0,28.71835224,28.46889642,28.69341045,0,28.62441062,28.54727649,28.61123334,0,28.77213699,28.82828467,28.87332662,0,28.49778522,28.55428161,28.83451511,0,29.50138425,28.38700804,28.32801805,0,in producer,DETECTED IN NONPROD,XP_027247964.1_Pa2g4,XP_027247964.1_Pa2g4,#N/A
XP_027247995.1_Lrp1,Lrp1,30.26361198,30.89104378,30.31295066,0,30.09552038,30.44577778,30.37955677,0,30.66808873,31.00664309,30.98094728,0,30.19843114,30.7486473,30.4818872,0,30.06726165,30.8557725,31.06451446,0,30.1153267,30.51740834,30.29659075,0,29.95149392,30.36503002,30.21020975,0,30.08696572,30.45807048,30.42859443,0,NA,NA,23.66237475,2,in producer,NOT IN NONPROD,XP_027247995.1_Lrp1,XP_027247995.1_Lrp1,#N/A
XP_027248007.1_Shmt2,Shmt2,28.50162829,28.37504355,28.08349304,0,28.75045579,28.79487141,28.20588936,0,27.53572994,28.17866231,28.06283044,0,28.41224354,28.24688766,28.80728844,0,28.06645447,28.32848356,27.97329802,0,27.43090208,27.68472827,27.68476806,0,28.34433919,27.89564332,28.26306033,0,28.48107071,28.27768483,28.0196096,0,30.03345372,30.35264014,29.37175238,0,in producer,DETECTED IN NONPROD,XP_027248007.1_Shmt2,XP_027248007.1_Shmt2,Shmt2
XP_027248025.1_Mars,Mars,27.48837737,27.53176009,27.19712561,0,27.61000612,27.52949956,27.31016377,0,27.30894603,27.30116839,27.4480015,0,27.41803433,27.39749668,27.4629164,0,27.58189535,27.76092747,27.66584807,0,27.55309835,27.72415699,27.55058842,0,27.24586244,27.2138404,27.29673878,0,27.48728137,27.27932242,27.69322761,0,NA,NA,23.9621071,2,in producer,NOT IN NONPROD,XP_027248025.1_Mars;XP_027248026.1_Mars,XP_027248025.1_Mars;XP_027248026.1_Mars,#N/A
XP_027248035.1_Dctn2,Dctn2,28.03875595,28.09270658,28.64222308,0,27.18892784,27.71131064,27.71400281,0,28.42185938,28.17809267,28.08031316,0,27.97417871,27.43247645,28.05507797,0,28.55229215,28.61893233,28.50087238,0,28.75669777,28.68847486,28.80814011,0,28.12339478,28.47760315,28.19634759,0,27.82607232,28.17559309,27.98657857,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027248035.1_Dctn2;XP_027248034.1_Dctn2;XP_027248037.1_Dctn2;XP_027248036.1_Dctn2,XP_027248035.1_Dctn2;XP_027248034.1_Dctn2;XP_027248037.1_Dctn2;XP_027248036.1_Dctn2,#N/A
XP_027248058.1_Os9,Os9,27.05457088,27.02196067,26.56240036,0,26.55805589,26.86447284,26.72905559,0,26.94334661,27.38237054,26.77706479,0,26.41908471,26.83584863,27.21001299,0,27.13653377,27.51558426,27.29297572,0,26.72782224,27.06142273,27.03481267,0,25.94512588,26.63891695,26.59853707,0,26.41511259,26.89235095,26.7710514,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027248058.1_Os9;XP_027248057.1_Os9;XP_027248056.1_Os9;XP_027248060.1_Os9;XP_027248059.1_Os9,XP_027248058.1_Os9;XP_027248057.1_Os9;XP_027248056.1_Os9;XP_027248060.1_Os9;XP_027248059.1_Os9,#N/A
XP_027248082.1_Usp15,Usp15,26.77413486,26.9336222,26.91293133,0,26.23684868,26.5243754,26.80162506,0,27.28906267,26.87146632,26.87347607,0,26.76144733,26.89958448,26.29925629,0,27.02867164,26.92914435,26.91581476,0,27.62154939,27.58394465,27.52344296,0,26.84899381,27.3551095,27.14858965,0,26.52550378,26.7741548,27.0805366,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027248082.1_Usp15;XP_027248084.1_Usp15;XP_027248086.1_Usp15,XP_027248082.1_Usp15;XP_027248084.1_Usp15,#N/A
XP_027248088.1_Mon2,Mon2,25.05564505,24.94076008,24.87888445,0,24.39518002,24.44931947,25.17788968,0,25.53048933,24.62163788,25.3537364,0,25.71338543,25.70214265,24.58863554,0,25.53024411,25.16025271,25.14643093,0,24.9774122,25.32641526,25.26163495,0,24.93309771,25.68678235,25.01562604,0,24.8705678,25.39679582,25.57166783,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027248088.1_Mon2;XP_027248087.1_Mon2,XP_027248088.1_Mon2;XP_027248087.1_Mon2,#N/A
XP_027248099.1_Xpot,Xpot,25.36564322,25.58973541,25.43251717,0,25.22303179,25.29811153,25.65163572,0,25.34715749,25.15899423,25.31841917,0,25.26551924,25.03896502,24.68110695,0,25.53348964,25.51646999,25.70043491,0,25.92608421,25.69474474,25.89794404,0,25.06067796,25.17045867,25.12710672,0,25.19703358,25.46134052,25.32251389,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027248099.1_Xpot,XP_027248099.1_Xpot,#N/A
XP_027248109.1_Lemd3,Lemd3,24.76985527,24.60682591,24.23774709,0,23.51902225,23.47605571,24.00654487,0,25.95770763,24.63829929,24.47694911,0,24.17352582,NA,24.83720126,1,24.42931945,NA,23.51550123,1,25.1463044,24.51943341,24.20909687,0,24.16996533,24.32010486,25.3595992,0,24.53157873,NA,24.08080128,1,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027248109.1_Lemd3,XP_027248109.1_Lemd3,#N/A
XP_027248125.1_Cand1,Cand1,30.16270344,30.22239305,30.1102784,0,29.94770637,30.12737448,30.03040974,0,30.03193147,30.12176551,30.12590037,0,30.19748966,30.18097188,30.2031059,0,30.25409501,30.17650123,30.3196976,0,30.10265552,30.1671721,30.17651576,0,29.99609976,30.06123855,30.0277051,0,30.05709798,30.14422991,30.12047214,0,26.52329029,28.55604443,29.40935481,0,in producer,DETECTED IN NONPROD,XP_027248125.1_Cand1,XP_027248125.1_Cand1,#N/A
XP_027248134.1_Rap1b,Rap1b,28.0557403,27.90405796,27.77152837,0,28.22628791,28.11251215,27.84750402,0,27.55644358,27.49085678,27.8969611,0,27.51236069,27.35844918,28.3248984,0,27.55063359,27.88009457,27.7374287,0,27.46419495,28.20565843,27.79446966,0,27.53151008,27.14011801,27.33371041,0,27.47978473,27.16486601,27.38791474,0,NA,NA,27.57378579,2,in producer,NOT IN NONPROD,XP_027248134.1_Rap1b,XP_027248134.1_Rap1b,#N/A
XP_027248135.1_Nup107,Nup107,25.52035398,25.65974347,25.69400371,0,25.0254887,25.66067843,26.38777727,0,25.79676871,25.67388683,25.7005479,0,24.90674826,25.20454734,24.73203436,0,25.13960702,24.56084025,25.84507723,0,25.67790422,25.26727834,25.96472346,0,25.74975105,25.96751054,25.4017724,0,25.67308648,25.68146941,25.3585266,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027248135.1_Nup107;XP_027248136.1_Nup107,XP_027248135.1_Nup107;XP_027248136.1_Nup107,#N/A
XP_027248157.1_Cct2,Cct2,30.76779264,30.50782511,30.87779375,0,30.64643461,30.28726199,30.50602667,0,30.94940533,30.67583169,30.60172445,0,30.72190614,30.41063862,29.66095577,0,30.86815364,30.6909317,30.71884186,0,31.15656931,30.94777615,30.99590604,0,30.57430932,30.58188665,30.45138257,0,30.24610792,30.37263377,30.34567347,0,30.63174345,29.14206912,29.69627406,0,in producer,DETECTED IN NONPROD,XP_027248157.1_Cct2,XP_027248157.1_Cct2,#N/A
XP_027248193.1_Rab21,Rab21,24.71437258,25.03345013,24.84059191,0,24.67452495,24.94290418,24.89701742,0,24.96777147,24.81835498,24.97338013,0,24.92105473,24.38963201,25.40300255,0,24.63543961,24.92138777,24.90052371,0,24.60976961,24.99595487,24.76154197,0,25.18722197,24.55675939,24.83084308,0,24.82877557,24.50503231,24.94787093,0,NA,NA,NA,3,in producer,NOT IN NONPROD,XP_027248193.1_Rab21,XP_027248193.1_Rab21,#N/A
XP_027248195.1_Tbc1d15,Tbc1d15,27.77870609,27.59850164,27.76898498,0,27.3119047,27.35335763,27.31245274,0,27.92108721,27.61178694,27.62388322,0,27.59297092,27.34899002,26.56442309,0,27.70428083,27.85405418,27.75148821,0,27.79738377,27.93867889,27.96004161,0,27.40114377,27.35934325,27.34434853,0,27.28831931,27.22292353,27.3922685,0,NA,NA,25.13482945,2,in producer,NOT IN NONPROD,XP_027248195.1_Tbc1d15;XP_027248194.1_Tbc1d15,XP_027248195.1_Tbc1d15;XP_027248194.1_Tbc1d15,#N/A
XP_027248223.1_Nap1l1,Nap1l1,28.57671546,27.87225762,28.99866768,0,26.45612844,27.6186378,28.63565312,0,28.68002306,28.20121849,28.68162664,0,28.31766994,28.02384644,26.43809436,0,29.16032377,28.70853182,28.8292256,0,29.05928374,28.44883554,29.46248432,0,28.02823567,28.72411732,28.49287195,0,28.10683179,28.26853902,28.31623319,0,26.13241054,NA,27.46441006,1,in producer,DETECTED IN NONPROD,XP_027248223.1_Nap1l1;XP_027248222.1_Nap1l1,XP_027248223.1_Nap1l1;XP_027248222.1_Nap1l1,#N/A
